fid,Volcano_Name,Last_Eruption_Year,Country,Elevation
"1729",Cagua,"1860",Philippines,"1133"
"1730",Camiguin de Babuyanes,"1857",Philippines,"712"
"1731",Didicas,"1978",Philippines,"228"
"1732",Babuyan Claro,"1924",Philippines,"1064"
"1733",Iraya,"1454",Philippines,"1009"
"1734",Hainan Volcanic Field,"1933",China,"196"
"1735",Ly Son Group,,Vietnam,"157"
"1736","Cendres, Ile des","1923",Vietnam,"-20"
"1737",Popa,"-6050",Burma (Myanmar),"1518"
"1738",Tengchong,"-5750",China,"2865"
"1739",Kueishantao,"1853",Taiwan,"361"
"1740",Tatun Volcanic Group,"648",Taiwan,"1120"
"1741",Submarine Volcano NNE of Iriomotejima,"1924",Japan,"-200"
"1742",Yokoatejima,"1835",Japan,"495"
"1743",Akusekijima,,Japan,"555"
"1744",Io-Torishima,"1968",Japan,"212"
"1745",Suwanosejima,"2024",Japan,"796"
"1746",Kuchinoshima,"1190",Japan,"628"
"1747",Nakanoshima,"1914",Japan,"979"
"1748",Kuchinoerabujima,"2020",Japan,"657"
"1749",Kikai,"2020",Japan,"704"
"1750",Ata,"885",Japan,"924"
"1751",Yonemaru-Sumiyoshiike,"-6200",Japan,"40"
"1752",Aira,"2024",Japan,"1117"
"1753",Fukue,"-400",Japan,"315"
"1754",Kirishimayama,"2018",Japan,"1700"
"1755",Unzendake,"1996",Japan,"1483"
"1756",Asosan,"2021",Japan,"1592"
"1757",Kujusan,"1996",Japan,"1791"
"1758",Yufu-Tsurumi,"867",Japan,"1584"
"1759",Abu,"-6850",Japan,"641"
"1760",Sanbesan,"650",Japan,"1126"
"1761",Izu-Tobu,"1989",Japan,"1406"
"1762",Hakoneyama,"2015",Japan,"1438"
"1763",Yokodake,"1200",Japan,"2480"
"1764",Fujisan,"1708",Japan,"3776"
"1765",Ontakesan,"2014",Japan,"3067"
"1766",Hakusan,"1659",Japan,"2702"
"1767",Norikuradake,"-50",Japan,"3026"
"1768",Washiba-Kumonotaira,,Japan,"2924"
"1769",Yakedake,"1995",Japan,"2455"
"1770",Midagahara,"1839",Japan,"2621"
"1771",Niigata-Yakeyama,"1998",Japan,"2400"
"1772",Myokosan,"-750",Japan,"2454"
"1773",Asamayama,"2019",Japan,"2568"
"1774",Shiga,,Japan,"2041"
"1775",Harunasan,"550",Japan,"1449"
"1776",Kusatsu-Shiranesan,"2018",Japan,"2165"
"1777",Hiuchigatake,"1544",Japan,"2356"
"1778",Akagisan,,Japan,"1828"
"1779",Nantaisan,"-9540",Japan,"2486"
"1780",Omanago Group,"-3050",Japan,"2341"
"1781",Takaharayama,"-4570",Japan,"1795"
"1782",Nikko-Shiranesan,"1952",Japan,"2578"
"1783",Numazawa,"-3400",Japan,"835"
"1784",Nasudake,"1963",Japan,"1915"
"1785",Bandaisan,"1888",Japan,"1816"
"1786",Adatarayama,"1996",Japan,"1728"
"1787",Azumayama,"1977",Japan,"1949"
"1788",Hijiori,,Japan,"552"
"1789",Zaozan [Zaosan],"1940",Japan,"1841"
"1790",Naruko,"837",Japan,"470"
"1791",Kurikomayama,"1950",Japan,"1627"
"1792",Chokaisan,"1974",Japan,"2236"
"1793",Akita-Komagatake,"1971",Japan,"1637"
"1794",Iwatesan,"1919",Japan,"2038"
"1795",Hachimantai,"-5350",Japan,"1613"
"1796",Megata,"-2050",Japan,"160"
"1797",Akita-Yakeyama,"1997",Japan,"1366"
"1798",Towada,"915",Japan,"1011"
"1799",Iwakisan,"1863",Japan,"1625"
"1800",Hakkodasan,"1550",Japan,"1585"
"1801",Osorezan,"1787",Japan,"878"
"1802",Toshima,"-4550",Japan,"508"
"1803",Izu-Oshima,"1990",Japan,"746"
"1804",Niijima,"886",Japan,"432"
"1805",Kozushima,"838",Japan,"572"
"1806",Mikurajima,"-4100",Japan,"851"
"1807",Kurose Hole,,Japan,"-114"
"1808",Miyakejima,"2010",Japan,"775"
"1809",Hachijojima,"1606",Japan,"854"
"1810",Kita-Bayonnaise,,Japan,"-360"
"1811",Aogashima,"1785",Japan,"423"
"1812",Myojinsho,"1970",Japan,"11"
"1813",Sumisujima,"1916",Japan,"136"
"1814",Sofugan,,Japan,"99"
"1815",Suiyo Seamount,,Japan,"-991"
"1816",Mokuyo Seamount,,Japan,"-933"
"1817",Doyo Seamount,,Japan,"-590"
"1818",Nishinoshima,"2023",Japan,"100"
"1819",Kaikata Seamount,,Japan,"-165"
"1820",Izu-Torishima,"2002",Japan,"394"
"1821",Kaitoku Seamount,"2023",Japan,"-95"
"1822",Kita-Ioto,"2022",Japan,"792"
"1823",Kita-Fukutokutai,"1954",Japan,"-73"
"1824",Ioto,"2024",Japan,"169"
"1825",Minami-Hiyoshi,"1975",Japan,"-107"
"1826",Nikko,,Japan,"-392"
"1827",Fukujin,"1974",United States,"-217"
"1828",Kasuga 1,"1959",United States,"-598"
"1829",Kasuga 2,,United States,"-274"
"1830",NW Eifuku,,United States,"-1535"
"1831",Daikoku,,United States,"-323"
"1832",Fukutoku-Oka-no-Ba,"2021",Japan,"-29"
"1833",Ahyi,"2024",United States,"-75"
"1834",Supply Reef,,United States,"-8"
"1835",Maug Islands,,United States,"227"
"1836",Farallon de Pajaros,"1953",United States,"337"
"1837",Asuncion,"1906",United States,"857"
"1838",Agrigan,"1917",United States,"965"
"1839",Pagan,"2021",United States,"570"
"1840",Alamagan,"870",United States,"744"
"1841",Zealandia Bank,,United States,"0"
"1842",Sarigan,,United States,"538"
"1843",Guguan,"1883",United States,"287"
"1844",East Diamante,,United States,"-127"
"1845",Ruby,"2023",United States,"174"
"1846",Anatahan,"2008",United States,"790"
"1847",NW Rota-1,"2010",United States,"-517"
"1848",Esmeralda Bank,,United States,"-74"
"1849",Forecast Seamount,,United States,"-1456"
"1850",Seamount X,,United States,"-1230"
"1851",Esan,"1874",Japan,"618"
"1852",Oshima-Oshima,"1790",Japan,"732"
"1853",Hokkaido-Komagatake,"2000",Japan,"1131"
"1854",Niseko,"-4900",Japan,"1308"
"1855",Yoteizan,"-1050",Japan,"1888"
"1856",Kuttara,"1820",Japan,"549"
"1857",Toya,"2001",Japan,"733"
"1858",Rishirizan,"-5830",Japan,"1721"
"1859",Shikotsu,"1981",Japan,"1320"
"1860",Tokachidake,"2004",Japan,"2077"
"1861",Maruyama,"1898",Japan,"2013"
"1862",Taisetsuzan,"1739",Japan,"2291"
"1863",Akan,"2008",Japan,"1499"
"1864",Mashu,"1080",Japan,"857"
"1865",Rausudake,"1800",Japan,"1660"
"1866",Kussharo,"1320",Japan,"574"
"1867",Shiretoko-Iozan,"1936",Japan,"1562"
"1868",Tomariyama [Golovnin],"1848",Japan - administered by Russia,"535"
"1869",Ruruidake [Smirnov],,Japan - administered by Russia,"1486"
"1870",Raususan [Mendeleev],"1880",Japan - administered by Russia,"882"
"1871",Chachadake [Tiatia],"1981",Japan - administered by Russia,"1822"
"1872",Moekeshiwan [Lvinaya Past],"-7480",Japan - administered by Russia,"528"
"1873",Berutarubesan [Berutarube],,Japan - administered by Russia,"1221"
"1874",Etorofu-Atosanupuri [Atosanupuri],"1932",Japan - administered by Russia,"1206"
"1875",Hitokappu Volcano Group [Bogatyr Ridge],,Japan - administered by Russia,"1610"
"1876",Unnamed,,Japan - administered by Russia,"-195"
"1877",Etorofu-Yakeyama [Grozny Group],"2013",Japan - administered by Russia,"1158"
"1878",Sashiusudake [Baransky],"1951",Japan - administered by Russia,"1125"
"1879",Chirippusan [Chirip],"1860",Japan - administered by Russia,"1587"
"1880",Moyorodake [Medvezhia],"1999",Japan - administered by Russia,"1124"
"1881",Rakkibetsudake [Demon],,Japan - administered by Russia,"1205"
"1882",Ivao Group,,Russia,"1426"
"1883",Rudakov,,Russia,"532"
"1884",Tri Sestry,,Russia,"998"
"1885",Kolokol Group,"1973",Russia,"1328"
"1886",Chirpoi,"2016",Russia,"742"
"1887",Unnamed,"1972",Russia,"-502"
"1888",Milna,"1914",Russia,"1504"
"1889",Zavaritzki Caldera,"1957",Russia,"612"
"1890",Uratman,,Russia,"678"
"1891",Prevo Peak,"1825",Russia,"1360"
"1892",Ketoi,"1960",Russia,"1172"
"1893",Srednii,,Russia,"36"
"1894",Ushishur,"1884",Russia,"357"
"1895",Rasshua,"1957",Russia,"956"
"1896",Sarychev Peak,"2021",Russia,"1496"
"1897",Raikoke,"2019",Russia,"551"
"1898",Chirinkotan,"2022",Russia,"724"
"1899",Ekarma,"2010",Russia,"1170"
"1900",Sinarka,"1878",Russia,"911"
"1901",Kharimkotan,"1933",Russia,"1145"
"1902",Tao-Rusyr Caldera,"1952",Russia,"1272"
"1903",Nemo Peak,"1938",Russia,"1018"
"1904",Shirinki,,Russia,"761"
"1905",Fuss Peak,"1854",Russia,"1742"
"1906",Karpinsky Group,"1952",Russia,"1326"
"1907",Chikurachki,"2023",Russia,"1781"
"1908",Vernadskii Ridge,,Russia,"1183"
"1909",Ebeko,"2024",Russia,"1103"
"1910",Alaid,"2022",Russia,"2285"
"1911",Kambalny,"2017",Russia,"2116"
"1912",Yavinsky,"-4050",Russia,"646"
"1913",Diky Greben,"350",Russia,"1040"
"1914",Kurile Lake,"-6440",Russia,"81"
"1915",Koshelev,"1690",Russia,"1822"
"1916",Iliinsky,"1901",Russia,"1555"
"1917",Zheltovsky,"1923",Russia,"1926"
"1918",Olkoviy Volcanic Group,,Russia,"681"
"1919",Khodutka,"-300",Russia,"2039"
"1920",Asacha,,Russia,"1910"
"1921",Visokiy,,Russia,"1227"
"1922",Ksudach,"1907",Russia,"1079"
"1923",Mutnovsky,"2000",Russia,"2288"
"1924",Gorely,"2010",Russia,"1799"
"1925",Tolmachev Dol,"300",Russia,"1021"
"1926",Vilyuchinsky,"-8050",Russia,"2173"
"1927",Barkhatnaya Sopka,"-3550",Russia,"874"
"1928",Opala,"1776",Russia,"2439"
"1929",Koryaksky,"2009",Russia,"3430"
"1930",Avachinsky,"2001",Russia,"2717"
"1931",Dzenzursky,,Russia,"2285"
"1932",Veer,"390",Russia,"520"
"1933",Kostakan,"1350",Russia,"1150"
"1934",Bakening,"-550",Russia,"2278"
"1935",Zavaritsky,"-800",Russia,"1567"
"1936",Akademia Nauk,"1996",Russia,"1180"
"1937",Zhupanovsky,"2016",Russia,"2899"
"1938",Karymsky,"2022",Russia,"1513"
"1939",Maly Semyachik,"1952",Russia,"1527"
"1940",Bolshoi Semiachik,"-4450",Russia,"1720"
"1941",Taunshits,"-550",Russia,"2301"
"1942",Uzon,"200",Russia,"1617"
"1943",Kikhpinych,"1550",Russia,"1515"
"1944",Krasheninnikov,"1550",Russia,"1816"
"1945",Kronotsky,"1923",Russia,"3482"
"1946",Gamchen,"-550",Russia,"2539"
"1947",Vysoky,"-550",Russia,"2129"
"1948",Komarov,"950",Russia,"2065"
"1949",Kizimen,"2013",Russia,"2334"
"1950",Udina,,Russia,"2886"
"1951",Zimina,,Russia,"3057"
"1952",Tolbachik,"2013",Russia,"3611"
"1953",Kamen,,Russia,"4585"
"1954",Bezymianny,"2024",Russia,"2882"
"1955",Ushkovsky,"1890",Russia,"3943"
"1956",Klyuchevskoy,"2023",Russia,"4754"
"1957",Piip,"-5050",Russia,"-300"
"1958",Khangar,"1500",Russia,"1967"
"1959",Cherpuk Group,"-4550",Russia,"1868"
"1960",Sheveluch,"2024",Russia,"3283"
"1961",Ichinsky,"1740",Russia,"3596"
"1962",Bolshoi-Kekuknaysky,"-5310",Russia,"1401"
"1963",Alney-Chashakondzha,"1600",Russia,"2570"
"1964",Shisheika,"-2240",Russia,"355"
"1965",Terpuk,"-800",Russia,"765"
"1966",Sedanka Lava Field,"-7050",Russia,"1399"
"1967",Gorny Institute,"1250",Russia,"2125"
"1968",Kinenin,"850",Russia,"583"
"1969",Bliznetsy,"-1060",Russia,"265"
"1970",Titila,"-550",Russia,"1523"
"1971",Elovsky,"-7550",Russia,"1381"
"1972",Nylgimelkin,"-3550",Russia,"1764"
"1973",Spokoiny,"-3450",Russia,"2171"
"1974",Ostry,"-2050",Russia,"2552"
"1975",Severny,"-1550",Russia,"1936"
"1976",Udokan Plateau,"-220",Russia,"2180"
"1977",Vitim Volcanic Field,,Russia,"1250"
"1978",Tunkin Depression,,Russia,"1200"
"1979",Jom-Bolok,"-5180",Russia,"2047"
"1980",Azas Plateau,,Russia,"2765"
"1981",Taryatu-Chulutu,"-2980",Mongolia,"2326"
"1982",Khanuy Gol,,Mongolia,"1886"
"1983",Dariganga Volcanic Field,,Mongolia,"1778"
"1984",Ashikule Volcanic Field,"1951",China,"5090"
"1985",Honggeertu,,China,"1605"
"1986",Arxan-Chaihe,"0",China,"1677"
"1987",Keluo Group,,China,"670"
"1988",Wudalianchi,"1776",China,"597"
"1989",Jingpohu,"-520",China,"1000"
"1990",Longgang Group,"350",China,"1000"
"1991",Changbaishan,"1903",China-North Korea,"2744"
"1992",Ch'uga-ryong,,North Korea-South Korea,"452"
"1993",Ulleungdo,"-2990",South Korea,"984"
"1994",Halla,"1007",South Korea,"1919"
"1995",Buldir,,United States,"656"
"1996",Kiska,"1990",United States,"1220"
"1997",Segula,,United States,"1160"
"1998",Davidof,,United States,"328"
"1999",Little Sitkin,"1830",United States,"1174"
"2000",Semisopochnoi,"2023",United States,"1221"
"2001",Gareloi,"1989",United States,"1573"
"2002",Tanaga,"1914",United States,"1806"
"2003",Takawangha,"1550",United States,"1449"
"2004",Bobrof,,United States,"738"
"2005",Kanaga,"2023",United States,"1307"
"2006",Moffett,"-1600",United States,"1196"
"2007",Great Sitkin,"2024",United States,"1740"
"2008",Kasatochi,"2008",United States,"314"
"2009",Koniuji,"-1150",United States,"273"
"2010",Atka Volcanic Complex,"2024",United States,"1518"
"2011",Seguam,"1993",United States,"1054"
"2012",Amukta,"1997",United States,"1066"
"2013",Chagulak,,United States,"1142"
"2014",Yunaska,"1937",United States,"550"
"2015",Herbert,,United States,"1280"
"2016",Carlisle,"1828",United States,"1620"
"2017",Cleveland,"2020",United States,"1730"
"2018",Tana,,United States,"1170"
"2019",Uliaga,,United States,"888"
"2020",Kagamil,"1929",United States,"893"
"2021",Vsevidof,"1878",United States,"2149"
"2022",Recheschnoi,,United States,"1984"
"2023",Okmok,"2008",United States,"1073"
"2024",Bogoslof,"2017",United States,"150"
"2025",Makushin,"1995",United States,"1800"
"2026",Akutan,"1992",United States,"1303"
"2027",Westdahl,"1992",United States,"1563"
"2028",Fisher,"1830",United States,"1112"
"2029",Shishaldin,"2023",United States,"2857"
"2030",Roundtop,"-7600",United States,"1871"
"2031",Amak,"1796",United States,"547"
"2032",Frosty,,United States,"1728"
"2033",Dutton,,United States,"1465"
"2034",Emmons Lake Volcanic Center,,United States,"1534"
"2035",Pavlof,"2022",United States,"2493"
"2036",Pavlof Sister,,United States,"2142"
"2037",Dana,"-1890",United States,"1354"
"2038",Kupreanof,,United States,"1895"
"2039",Veniaminof,"2021",United States,"2507"
"2040",Black Peak,"-1900",United States,"1032"
"2041",Aniakchak,"1931",United States,"1341"
"2042",Yantarni,"-800",United States,"1345"
"2043",Chiginagak,"1998",United States,"2221"
"2044",Kialagvik,,United States,"1677"
"2045",Ugashik-Peulik,"1814",United States,"1474"
"2046",Ukinrek Maars,"1977",United States,"91"
"2047",Unnamed,,United States,"402"
"2048",Martin,"1953",United States,"1863"
"2049",Mageik,"-500",United States,"2165"
"2050",Trident,"1974",United States,"1864"
"2051",Katmai,"1912",United States,"2047"
"2052",Novarupta,"1912",United States,"841"
"2053",Griggs,"-1790",United States,"2317"
"2054",Snowy Mountain,"1710",United States,"2162"
"2055",Denison,,United States,"2287"
"2056",Steller,,United States,"2272"
"2057",Kukak,,United States,"2043"
"2058",Kaguyak,"-3850",United States,"901"
"2059",Fourpeaked,"2006",United States,"2105"
"2060",Douglas,,United States,"2140"
"2061",Augustine,"2006",United States,"1218"
"2062",Iliamna,"1876",United States,"3053"
"2063",Redoubt,"2009",United States,"3108"
"2064",Spurr,"1992",United States,"3374"
"2065",Hayes,"1200",United States,"3034"
"2066",St. Paul Island,"-1280",United States,"203"
"2067",Ingakslugwat Hills,,United States,"190"
"2068",St. Michael,,United States,"715"
"2069",Imuruk Lake,"300",United States,"610"
"2070",Buzzard Creek,"-1050",United States,"830"
"2071",Wrangell,"1912",United States,"4278"
"2072",Churchill,"847",United States,"5005"
"2073",Edgecumbe,"-2080",United States,"970"
"2074",Duncan Canal,,United States,"15"
"2075",Tlevak Strait-Suemez Island,,United States,"50"
"2076",Behm Canal-Rudyerd Bay,,United States,"500"
"2077",Fort Selkirk,,Canada,"1239"
"2078",Alligator Lake,,Canada,"2217"
"2079",Atlin Volcanic Field,,Canada,"1880"
"2080",Tuya Volcanic Field,,Canada,"2123"
"2081",Heart Peaks,,Canada,"2012"
"2082",Level Mountain,,Canada,"2164"
"2083",Edziza,"950",Canada,"2786"
"2084",Spectrum Range,,Canada,"2430"
"2085",Hoodoo Mountain,"-7050",Canada,"1850"
"2086",Iskut-Unuk River Cones,"1800",Canada,"1880"
"2087",Tseax River Cone,"1690",Canada,"612"
"2088",Crow Lagoon,,Canada,"335"
"2089",Milbanke Sound Group,,Canada,"233"
"2090",Nazko,"-5220",Canada,"1238"
"2091",Wells Gray-Clearwater,"1550",Canada,"2576"
"2092",Silverthrone,,Canada,"2860"
"2093",Bridge River Cones,,Canada,"2500"
"2094",Meager,"-410",Canada,"2680"
"2095",Garibaldi Lake,,Canada,"2316"
"2096",Garibaldi,"-8060",Canada,"2678"
"2097",Cayley Volcanic Field,,Canada,"2375"
"2098",Baker,"1880",United States,"3285"
"2099",Glacier Peak,"1700",United States,"3213"
"2100",Rainier,"1450",United States,"4392"
"2101",Adams,"950",United States,"3742"
"2102",St. Helens,"2008",United States,"2549"
"2103",West Crater,"-5750",United States,"1329"
"2104",Indian Heaven,"-6250",United States,"1806"
"2105",Hood,"1866",United States,"3426"
"2106",Jefferson,"950",United States,"3199"
"2107",Blue Lake Crater,"680",United States,"1136"
"2108",Sand Mountain Field,"-950",United States,"1664"
"2109",Belknap,"480",United States,"2095"
"2110",Three Sisters,"439",United States,"3159"
"2111",Bachelor,"-5800",United States,"2763"
"2112",Davis Lake,"-2790",United States,"2163"
"2113",Newberry,"690",United States,"2434"
"2114",Devils Garden,,United States,"1698"
"2115",Cinnamon Butte,,United States,"1958"
"2116",Crater Lake,"-2850",United States,"2487"
"2117",Diamond Craters,"-5610",United States,"1435"
"2118",Jordan Craters,"-1250",United States,"1473"
"2119",Shasta,"1250",United States,"4317"
"2120",Medicine Lake,"1060",United States,"2412"
"2121",Lassen Volcanic Center,"1917",United States,"3187"
"2122",Clear Lake Volcanic Field,,United States,"1439"
"2123",Mono Lake Volcanic Field,"1790",United States,"2121"
"2124",Mono-Inyo Craters,"1380",United States,"2796"
"2125",Mammoth Mountain,"1260",United States,"3369"
"2126",Ubehebe Craters,"-150",United States,"752"
"2127",Salton Buttes,"210",United States,"-40"
"2128",Black Butte Crater Lava Field,"-8400",United States,"1478"
"2129",Craters of the Moon,"-130",United States,"2005"
"2130",Wapi Lava Field,"-300",United States,"1597"
"2131",Hell's Half Acre,"-3250",United States,"1631"
"2132",Soda Lakes,,United States,"1251"
"2133",Markagunt Plateau,"1050",United States,"2840"
"2134",Black Rock Desert,"1290",United States,"1800"
"2135",Dotsero,"-2200",United States,"2230"
"2136",Uinkaret Field,"1100",United States,"1555"
"2137",San Francisco Volcanic Field,"1075",United States,"3850"
"2138",Carrizozo,"-3250",United States,"1731"
"2139",Zuni-Bandera,"-1170",United States,"2550"
"2140",Red Hill,"-9450",United States,"2300"
"2141",Endeavour Segment,"-3490",Canada,"-2050"
"2142",Cobb Segment,"-1180",Canada,"-2100"
"2143",CoAxial Segment,"1993",Undersea Features,"-2400"
"2144",Axial Seamount,"2015",Undersea Features,"-1410"
"2145",Cleft Segment,"1986",Undersea Features,"-2140"
"2146",North Gorda Ridge Segment,"1996",United States,"-3000"
"2147",Escanaba Segment,"-2260",United States,"-1700"
"2148",Kama'ehuakanaloa,"1996",United States,"-975"
"2149",Kilauea,"2024",United States,"1222"
"2150",Mauna Loa,"2022",United States,"4170"
"2151",Mauna Kea,"-2460",United States,"4205"
"2152",Hualalai,"1801",United States,"2523"
"2153",Haleakala,"1750",United States,"3055"
"2154",Teahitia,"1985",France,"-1743"
"2155",Rocard,"1972",France,"-2515"
"2156",Moua Pihaa,"1970",France,"-312"
"2157",Mehetia,,France,"389"
"2158",Adams Seamount,"-50",United Kingdom,"-39"
"2159",Macdonald,"1989",France,"-39"
"2160",Northern EPR at 17°N,"-50",Mexico,"-2700"
"2161",Northern EPR at 16°N,"-50",Mexico,"-2300"
"2162",Northern EPR at 10.7°N,"2003",Undersea Features,"-2900"
"2163",Northern EPR at 9.8°N,"2006",Undersea Features,"-2500"
"2164",Galapagos Rift,"1996",Ecuador,"-2430"
"2165",Southern EPR at 8°S,"1969",Undersea Features,"-2800"
"2166",Southern EPR at 17.5°S (Segment K),"1990",Undersea Features,"-2566"
"2167",Southern EPR at 18.2°S (Segment J),"1890",Undersea Features,"-2650"
"2168",Southern EPR at 18.5°S (Segment I),"1915",Undersea Features,"-2600"
"2169",Hollister Ridge,,Undersea Features,"-1000"
"2170",Udintsev Transform,,Undersea Features,"-5700"
"2171","Prieto, Cerro",,Mexico,"223"
"2172",Pinacate,,Mexico,"1183"
"2173","San Luis, Isla",,Mexico,"180"
"2174",Jaraguay Volcanic Field,,Mexico,"960"
"2175",Coronado,,Mexico,"440"
"2176",San Borja Volcanic Field,,Mexico,"1360"
"2177","Tortuga, Isla",,Mexico,"224"
"2178",Comondu-La Purisima,,Mexico,"780"
"2179",Socorro,"1994",Mexico,"1050"
"2180",Durango Volcanic Field,,Mexico,"2075"
"2181",Sanganguey,,Mexico,"2340"
"2182",Barcena,"1953",Mexico,"332"
"2183",Mascota Volcanic Field,,Mexico,"2525"
"2184",Ceboruco,"1875",Mexico,"2280"
"2185",Colima,"2019",Mexico,"3850"
"2186",Zitacuaro-Valle de Bravo,"-3050",Mexico,"3500"
"2187",Jocotitlan,"1270",Mexico,"3900"
"2188",Michoacan-Guanajuato,"1952",Mexico,"3860"
"2189","Toluca, Nevado de","-1350",Mexico,"4680"
"2190",Iztaccihuatl,,Mexico,"5230"
"2191",Chichinautzin,"399",Mexico,"3938"
"2192","Malinche, La","-1170",Mexico,"4461"
"2193",Serdan-Oriental,,Mexico,"3485"
"2194","Humeros, Los","-4470",Mexico,"3150"
"2195","Atlixcos, Los",,Mexico,"775"
"2196",Naolinco Volcanic Field,"-1200",Mexico,"2000"
"2197",Cofre de Perote,"1150",Mexico,"4282"
"2198","Gloria, La",,Mexico,"3500"
"2199","Cumbres,  Las","-3920",Mexico,"3940"
"2200",Popocatepetl,"2024",Mexico,"5393"
"2201","Orizaba, Pico de","1846",Mexico,"5564"
"2202",San Martin,"1796",Mexico,"1650"
"2203","Chichon, El","1982",Mexico,"1150"
"2204",Tacana,"1986",Mexico-Guatemala,"4064"
"2205",Tajumulco,,Guatemala,"4203"
"2206",Santa Maria,"2024",Guatemala,"3745"
"2207",Almolonga,"1818",Guatemala,"3173"
"2208",Atitlan,"1853",Guatemala,"3535"
"2209",Toliman,,Guatemala,"3158"
"2210",Acatenango,"1972",Guatemala,"3976"
"2211",Fuego,"2024",Guatemala,"3763"
"2212",Agua,,Guatemala,"3760"
"2213",Cuilapa-Barbarena,,Guatemala,"1454"
"2214",Pacaya,"2021",Guatemala,"2569"
"2215",Jumaytepeque,,Guatemala,"1802"
"2216",Tecuamburro,"-960",Guatemala,"1845"
"2217",Moyuta,,Guatemala,"1662"
"2218",Flores,,Guatemala,"1600"
"2219",Tahual,,Guatemala,"1716"
"2220","Santiago, Cerro",,Guatemala,"1192"
"2221",Suchitan,,Guatemala,"2042"
"2222",Chingo,,Guatemala-El Salvador,"1775"
"2223",Ixtepeque,,Guatemala,"1292"
"2224",San Diego,,El Salvador-Guatemala,"781"
"2225","Singuil, Cerro",,El Salvador,"926"
"2226",Apaneca Range,,El Salvador,"2028"
"2227",Santa Ana,"2005",El Salvador,"2381"
"2228",Izalco,"1966",El Salvador,"1950"
"2229",Coatepeque Caldera,,El Salvador,"746"
"2230","Cinotepeque, Cerro",,El Salvador,"665"
"2231",Guazapa,,El Salvador,"1438"
"2232",San Salvador,"1917",El Salvador,"1893"
"2233",Ilopango,"1880",El Salvador,"450"
"2234",Apastepeque Field,,El Salvador,"700"
"2235",Taburete,,El Salvador,"1172"
"2236",San Vicente,,El Salvador,"2182"
"2237",Usulutan,,El Salvador,"1449"
"2238","Tigre, El",,El Salvador,"1640"
"2239",Tecapa,,El Salvador,"1593"
"2240",Chinameca,,El Salvador,"1300"
"2241","Aramuaca, Laguna",,El Salvador,"181"
"2242",San Miguel,"2023",El Salvador,"2130"
"2243","Tigre, Isla del",,Honduras,"774"
"2244","Zacate Grande, Isla",,Honduras,"640"
"2245","Yojoa, Lago","-7638",Honduras,"1060"
"2246",Cosiguina,"1859",Nicaragua,"872"
"2247",San Cristobal,"2023",Nicaragua,"1745"
"2248",Telica,"2022",Nicaragua,"1036"
"2249","Negro, Cerro","1999",Nicaragua,"728"
"2250",Las Pilas-El Hoyo Complex,"1954",Nicaragua,"1088"
"2251",Apoyeque,"-50",Nicaragua,"518"
"2252",Nejapa-Miraflores,"1060",Nicaragua,"360"
"2253",Momotombo,"2016",Nicaragua,"1270"
"2254",Granada,,Nicaragua,"250"
"2255",Masaya,"2024",Nicaragua,"594"
"2256",Zapatera,,Nicaragua,"629"
"2257",Mombacho,,Nicaragua,"1344"
"2258",Concepcion,"2024",Nicaragua,"1700"
"2259",Orosi,,Costa Rica,"1659"
"2260",Rincon de la Vieja,"2024",Costa Rica,"1916"
"2261",Tenorio,,Costa Rica,"1916"
"2262",Arenal,"2010",Costa Rica,"1670"
"2263",Platanar,,Costa Rica,"2267"
"2264",Miravalles,"1946",Costa Rica,"2028"
"2265",Poas,"2024",Costa Rica,"2697"
"2266",Barva,"-6050",Costa Rica,"2906"
"2267",Irazu,"1977",Costa Rica,"3436"
"2268",Turrialba,"2022",Costa Rica,"3340"
"2269",Baru,"1550",Panama,"3474"
"2270",Romeral,"-5390",Colombia,"3769"
"2271","Bravo, Cerro","1720",Colombia,"3985"
"2272",Santa Isabel,"-850",Colombia,"4944"
"2273","Ruiz, Nevado del","2024",Colombia,"5279"
"2274","Tolima, Nevado del","1943",Colombia,"5215"
"2275",Machin,"1180",Colombia,"2749"
"2276","Huila, Nevado del","2012",Colombia,"5364"
"2277",Sotara,,Colombia,"4400"
"2278",Purace,"2023",Colombia,"4650"
"2279",Dona Juana,"1906",Colombia,"4137"
"2280",Galeras,"2014",Colombia,"4276"
"2281",Azufral,"-930",Colombia,"4070"
"2282",Cumbal,"1926",Colombia,"4764"
"2283",Chiles-Cerro Negro,"1936",Colombia-Ecuador,"4698"
"2284",Soche,"-6650",Ecuador,"3955"
"2285",Chachimbiro,"-3740",Ecuador,"4106"
"2286",Cuicocha,"650",Ecuador,"3246"
"2287",Imbabura,"-5550",Ecuador,"4609"
"2288",Mojanda,,Ecuador,"4263"
"2289",Cayambe,"1786",Ecuador,"5790"
"2290",Pululahua,"290",Ecuador,"3360"
"2291",Reventador,"2024",Ecuador,"3562"
"2292",Atacazo,"-320",Ecuador,"4463"
"2293",Chacana,"1773",Ecuador,"4643"
"2294",Guagua Pichincha,"2002",Ecuador,"4784"
"2295",Aliso,"-2450",Ecuador,"4267"
"2296",Antisana,"1802",Ecuador,"5753"
"2297",Iliniza,,Ecuador,"5162"
"2298",Sumaco,"1895",Ecuador,"3990"
"2299",Cotopaxi,"2023",Ecuador,"5911"
"2300",Quilotoa,"1280",Ecuador,"3914"
"2301",Chimborazo,"550",Ecuador,"6261"
"2302",Licto,,Ecuador,"3322"
